id,marginal
1522,2.25E-10
1523,6.71E-10
1524,1.90E-09
1525,5.13E-09
1526,1.32E-08
1527,3.22E-08
1528,7.49E-08
1529,1.66E-07
1530,3.49E-07
1531,7.00E-07
1532,1.33E-06
1533,2.42E-06
1534,4.19E-06
1535,6.90E-06
1536,1.08E-05
1537,1.62E-05
1538,2.31E-05
1539,3.14E-05
1540,4.10E-05
1541,5.12E-05
1542,6.17E-05
1543,7.18E-05
1544,8.13E-05
1545,9.05E-05
1546,9.97E-05
1547,0.00010999
1548,0.000122117
1549,0.000136794
1550,0.000154157
1551,0.000173611
1552,0.000193823
1553,0.000212916
1554,0.000228853
1555,0.000239894
1556,0.000245015
1557,0.000244157
1558,0.000238245
1559,0.000228971
1560,0.000218427
1561,0.000208665
1562,0.000201289
1563,0.000197155
1564,0.000196203
1565,0.000197469
1566,0.00019926
1567,0.000199511
1568,0.000196239
1569,0.000188011
1570,0.000174289
1571,0.000155562
1572,0.000133211
1573,0.000109168
1574,8.55E-05
1575,6.39E-05
1576,4.55E-05
1577,3.09E-05
1578,2.00E-05
1579,1.23E-05
1580,7.21E-06
1581,4.03E-06
1582,2.15E-06
1583,1.09E-06
1584,5.29E-07
1585,2.46E-07
1586,1.10E-07
1587,4.77E-08
1588,7.71E-12
1589,2.63E-11
1590,8.59E-11
1591,2.68E-10
1592,7.97E-10
1593,2.26E-09
1594,6.09E-09
1595,1.56E-08
1596,3.82E-08
1597,8.88E-08
1598,1.96E-07
1599,4.14E-07
1600,8.29E-07
1601,1.58E-06
1602,2.87E-06
1603,4.96E-06
1604,8.17E-06
1605,1.28E-05
1606,1.92E-05
1607,2.73E-05
1608,3.73E-05
1609,4.86E-05
1610,6.08E-05
1611,7.31E-05
1612,8.51E-05
1613,9.62E-05
1614,0.000106724
1615,0.000117036
1616,0.000128057
1617,0.000140764
1618,0.000155904
1619,0.000173678
1620,0.000193532
1621,0.000214144
1622,0.000233625
1623,0.000249903
1624,0.000261192
1625,0.000266405
1626,0.000265407
1627,0.000259026
1628,0.000248848
1629,0.000236857
1630,0.000225022
1631,0.000214925
1632,0.000207485
1633,0.000202807
1634,0.00020018
1635,0.000198231
1636,0.000195212
1637,0.000189408
1638,0.000179548
1639,0.000165129
1640,0.000146547
1641,0.000124996
1642,0.000102168
1643,7.99E-05
1644,5.96E-05
1645,4.25E-05
1646,2.88E-05
1647,1.87E-05
1648,1.15E-05
1649,6.76E-06
1650,3.79E-06
1651,2.03E-06
1652,1.04E-06
1653,5.08E-07
1654,2.39E-07
1655,1.09E-07
1656,4.86E-08
1657,9.25E-12
1658,3.12E-11
1659,1.01E-10
1660,3.16E-10
1661,9.37E-10
1662,2.65E-09
1663,7.15E-09
1664,1.83E-08
1665,4.47E-08
1666,1.04E-07
1667,2.30E-07
1668,4.84E-07
1669,9.70E-07
1670,1.85E-06
1671,3.36E-06
1672,5.81E-06
1673,9.56E-06
1674,1.50E-05
1675,2.24E-05
1676,3.20E-05
1677,4.37E-05
1678,5.70E-05
1679,7.13E-05
1680,8.58E-05
1681,9.98E-05
1682,0.000112744
1683,0.000124689
1684,0.000136115
1685,0.000147915
1686,0.00016112
1687,0.000176551
1688,0.000194482
1689,0.000214419
1690,0.000235084
1691,0.000254614
1692,0.000270944
1693,0.000282274
1694,0.000287475
1695,0.000286333
1696,0.000279562
1697,0.000268608
1698,0.000255304
1699,0.000241503
1700,0.000228735
1701,0.000217969
1702,0.000209481
1703,0.000202833
1704,0.000196993
1705,0.000190561
1706,0.000182111
1707,0.000170552
1708,0.00015542
1709,0.000137013
1710,0.000116326
1711,9.48E-05
1712,7.40E-05
1713,5.52E-05
1714,3.93E-05
1715,2.67E-05
1716,1.73E-05
1717,1.07E-05
1718,6.31E-06
1719,3.55E-06
1720,1.91E-06
1721,9.87E-07
1722,4.90E-07
1723,2.36E-07
1724,1.11E-07
1725,5.13E-08
1726,1.11E-11
1727,3.69E-11
1728,1.19E-10
1729,3.69E-10
1730,1.09E-09
1731,3.08E-09
1732,8.30E-09
1733,2.13E-08
1734,5.18E-08
1735,1.20E-07
1736,2.66E-07
1737,5.60E-07
1738,1.12E-06
1739,2.14E-06
1740,3.88E-06
1741,6.71E-06
1742,1.11E-05
1743,1.74E-05
1744,2.60E-05
1745,3.71E-05
1746,5.06E-05
1747,6.61E-05
1748,8.27E-05
1749,9.96E-05
1750,0.000115765
1751,0.000130706
1752,0.00014427
1753,0.000156903
1754,0.000169497
1755,0.000183127
1756,0.000198679
1757,0.000216507
1758,0.000236197
1759,0.000256546
1760,0.00027576
1761,0.000291825
1762,0.000302964
1763,0.000308026
1764,0.000306721
1765,0.000299634
1766,0.000288033
1767,0.000273569
1768,0.000257938
1769,0.000242596
1770,0.00022855
1771,0.000216244
1772,0.000205531
1773,0.000195732
1774,0.000185819
1775,0.000174669
1776,0.000161379
1777,0.000145527
1778,0.000127312
1779,0.000107521
1780,8.73E-05
1781,6.80E-05
1782,5.07E-05
1783,3.62E-05
1784,2.46E-05
1785,1.60E-05
1786,9.93E-06
1787,5.89E-06
1788,3.34E-06
1789,1.82E-06
1790,9.50E-07
1791,4.81E-07
1792,2.38E-07
1793,1.16E-07
1794,5.69E-08
1795,1.35E-11
1796,4.36E-11
1797,1.39E-10
1798,4.28E-10
1799,1.26E-09
1800,3.55E-09
1801,9.54E-09
1802,2.44E-08
1803,5.95E-08
1804,1.38E-07
1805,3.05E-07
1806,6.41E-07
1807,1.28E-06
1808,2.45E-06
1809,4.44E-06
1810,7.67E-06
1811,1.26E-05
1812,1.98E-05
1813,2.97E-05
1814,4.24E-05
1815,5.79E-05
1816,7.57E-05
1817,9.48E-05
1818,0.000114233
1819,0.000132874
1820,0.00014998
1821,0.000165319
1822,0.000179262
1823,0.000192685
1824,0.000206682
1825,0.000222199
1826,0.000239671
1827,0.000258784
1828,0.000278444
1829,0.000296966
1830,0.000312434
1831,0.00032313
1832,0.000327907
1833,0.000326402
1834,0.000319052
1835,0.000306926
1836,0.000291455
1837,0.00027415
1838,0.000256366
1839,0.00023914
1840,0.000223084
1841,0.000208341
1842,0.000194603
1843,0.000181216
1844,0.000167372
1845,0.000152359
1846,0.000135796
1847,0.000117782
1848,9.89E-05
1849,8.00E-05
1850,6.23E-05
1851,4.64E-05
1852,3.31E-05
1853,2.26E-05
1854,1.48E-05
1855,9.22E-06
1856,5.51E-06
1857,3.16E-06
1858,1.75E-06
1859,9.33E-07
1860,4.86E-07
1861,2.50E-07
1862,1.29E-07
1863,6.67E-08
1864,1.66E-11
1865,5.19E-11
1866,1.62E-10
1867,4.93E-10
1868,1.45E-09
1869,4.06E-09
1870,1.09E-08
1871,2.77E-08
1872,6.75E-08
1873,1.56E-07
1874,3.45E-07
1875,7.25E-07
1876,1.45E-06
1877,2.76E-06
1878,5.02E-06
1879,8.67E-06
1880,1.43E-05
1881,2.24E-05
1882,3.36E-05
1883,4.80E-05
1884,6.56E-05
1885,8.58E-05
1886,0.000107521
1887,0.000129649
1888,0.000150901
1889,0.000170352
1890,0.000187625
1891,0.000202999
1892,0.000217303
1893,0.000231634
1894,0.000246985
1895,0.000263871
1896,0.000282094
1897,0.000300701
1898,0.000318161
1899,0.000332697
1900,0.000342689
1901,0.000347016
1902,0.00034525
1903,0.000337669
1904,0.000325119
1905,0.000308783
1906,0.000289962
1907,0.000269894
1908,0.000249632
1909,0.000229955
1910,0.000211296
1911,0.000193719
1912,0.000176944
1913,0.000160476
1914,0.00014379
1915,0.000126546
1916,0.000108739
1917,9.07E-05
1918,7.32E-05
1919,5.69E-05
1920,4.25E-05
1921,3.04E-05
1922,2.09E-05
1923,1.37E-05
1924,8.63E-06
1925,5.22E-06
1926,3.04E-06
1927,1.72E-06
1928,9.44E-07
1929,5.11E-07
1930,2.76E-07
1931,1.50E-07
1932,8.28E-08
1933,2.10E-11
1934,6.23E-11
1935,1.89E-10
1936,5.68E-10
1937,1.65E-09
1938,4.61E-09
1939,1.23E-08
1940,3.13E-08
1941,7.59E-08
1942,1.76E-07
1943,3.87E-07
1944,8.12E-07
1945,1.62E-06
1946,3.09E-06
1947,5.61E-06
1948,9.69E-06
1949,1.60E-05
1950,2.51E-05
1951,3.76E-05
1952,5.37E-05
1953,7.34E-05
1954,9.61E-05
1955,0.000120601
1956,0.000145574
1957,0.000169595
1958,0.000191556
1959,0.000210925
1960,0.000227862
1961,0.000243123
1962,0.000257787
1963,0.000272873
1964,0.000288977
1965,0.00030603
1966,0.00032325
1967,0.000339297
1968,0.000352577
1969,0.000361605
1970,0.000365307
1971,0.000363196
1972,0.000355387
1973,0.000342482
1974,0.000325399
1975,0.00030521
1976,0.000283024
1977,0.000259905
1978,0.000236788
1979,0.000214396
1980,0.000193155
1981,0.000173152
1982,0.000154191
1983,0.000135928
1984,0.000118057
1985,0.000100466
1986,8.33E-05
1987,6.70E-05
1988,5.21E-05
1989,3.90E-05
1990,2.80E-05
1991,1.94E-05
1992,1.29E-05
1993,8.21E-06
1994,5.05E-06
1995,3.01E-06
1996,1.75E-06
1997,9.97E-07
1998,5.64E-07
1999,3.21E-07
2000,1.85E-07
2001,1.08E-07
2002,2.76E-11
2003,7.65E-11
2004,2.23E-10
2005,6.54E-10
2006,1.88E-09
2007,5.20E-09
2008,1.38E-08
2009,3.50E-08
2010,8.48E-08
2011,1.96E-07
2012,4.30E-07
2013,9.01E-07
2014,1.80E-06
2015,3.42E-06
2016,6.21E-06
2017,1.07E-05
2018,1.77E-05
2019,2.77E-05
2020,4.15E-05
2021,5.94E-05
2022,8.13E-05
2023,0.000106512
2024,0.000133834
2025,0.000161748
2026,0.000188662
2027,0.000213283
2028,0.000234907
2029,0.000253549
2030,0.000269869
2031,0.000284896
2032,0.000299661
2033,0.000314834
2034,0.000330486
2035,0.000346028
2036,0.000360349
2037,0.000372077
2038,0.000379891
2039,0.000382788
2040,0.000380229
2041,0.00037216
2042,0.000358931
2043,0.000341184
2044,0.000319753
2045,0.000295613
2046,0.000269831
2047,0.000243498
2048,0.000217614
2049,0.000192951
2050,0.000169946
2051,0.000148685
2052,0.000128986
2053,0.000110567
2054,9.32E-05
2055,7.69E-05
2056,6.17E-05
2057,4.80E-05
2058,3.61E-05
2059,2.62E-05
2060,1.83E-05
2061,1.23E-05
2062,8.01E-06
2063,5.04E-06
2064,3.09E-06
2065,1.85E-06
2066,1.10E-06
2067,6.56E-07
2068,3.93E-07
2069,2.37E-07
2070,1.45E-07
2071,3.79E-11
2072,9.68E-11
2073,2.67E-10
2074,7.59E-10
2075,2.14E-09
2076,5.86E-09
2077,1.55E-08
2078,3.90E-08
2079,9.40E-08
2080,2.16E-07
2081,4.74E-07
2082,9.92E-07
2083,1.98E-06
2084,3.76E-06
2085,6.80E-06
2086,1.17E-05
2087,1.93E-05
2088,3.03E-05
2089,4.55E-05
2090,6.51E-05
2091,8.91E-05
2092,0.000116829
2093,0.000146981
2094,0.000177887
2095,0.000207786
2096,0.000235193
2097,0.00025922
2098,0.000279718
2099,0.000297219
2100,0.000312678
2101,0.000327114
2102,0.000341263
2103,0.000355339
2104,0.000368972
2105,0.000381308
2106,0.000391226
2107,0.000397601
2108,0.000399516
2109,0.000396388
2110,0.000387995
2111,0.000374433
2112,0.000356063
2113,0.000333485
2114,0.000307538
2115,0.000279296
2116,0.000249997
2117,0.000220906
2118,0.000193121
2119,0.0001674
2120,0.000144084
2121,0.000123134
2122,0.000104274
2123,8.72E-05
2124,7.16E-05
2125,5.75E-05
2126,4.50E-05
2127,3.41E-05
2128,2.50E-05
2129,1.77E-05
2130,1.22E-05
2131,8.08E-06
2132,5.22E-06
2133,3.30E-06
2134,2.06E-06
2135,1.28E-06
2136,7.97E-07
2137,5.00E-07
2138,3.15E-07
2139,1.99E-07
2140,5.47E-11
2141,1.27E-10
2142,3.28E-10
2143,8.92E-10
2144,2.45E-09
2145,6.61E-09
2146,1.73E-08
2147,4.33E-08
2148,1.04E-07
2149,2.38E-07
2150,5.19E-07
2151,1.08E-06
2152,2.15E-06
2153,4.08E-06
2154,7.38E-06
2155,1.27E-05
2156,2.09E-05
2157,3.29E-05
2158,4.93E-05
2159,7.06E-05
2160,9.67E-05
2161,0.000126854
2162,0.000159803
2163,0.000193707
2164,0.000226638
2165,0.000256928
2166,0.000283492
2167,0.000305998
2168,0.000324822
2169,0.000340817
2170,0.000354965
2171,0.000368056
2172,0.000380452
2173,0.000392015
2174,0.00040217
2175,0.000410076
2176,0.00041482
2177,0.000415588
2178,0.000411761
2179,0.000402952
2180,0.000389005
2181,0.00037001
2182,0.000346339
2183,0.00031871
2184,0.000288205
2185,0.000256206
2186,0.000224226
2187,0.000193661
2188,0.000165558
2189,0.00014048
2190,0.0001185
2191,9.93E-05
2192,8.25E-05
2193,6.77E-05
2194,5.46E-05
2195,4.30E-05
2196,3.30E-05
2197,2.46E-05
2198,1.77E-05
2199,1.24E-05
2200,8.48E-06
2201,5.65E-06
2202,3.70E-06
2203,2.40E-06
2204,1.55E-06
2205,1.01E-06
2206,6.55E-07
2207,4.26E-07
2208,2.76E-07
2209,8.23E-11
2210,1.75E-10
2211,4.16E-10
2212,1.07E-09
2213,2.84E-09
2214,7.50E-09
2215,1.93E-08
2216,4.80E-08
2217,1.14E-07
2218,2.60E-07
2219,5.66E-07
2220,1.18E-06
2221,2.33E-06
2222,4.41E-06
2223,7.95E-06
2224,1.37E-05
2225,2.25E-05
2226,3.53E-05
2227,5.29E-05
2228,7.57E-05
2229,0.000103834
2230,0.000136412
2231,0.000172078
2232,0.000208932
2233,0.0002449
2234,0.000278133
2235,0.000307346
2236,0.000332006
2237,0.000352309
2238,0.000368973
2239,0.000382922
2240,0.000394985
2241,0.000405669
2242,0.000415077
2243,0.000422931
2244,0.000428685
2245,0.000431654
2246,0.000431134
2247,0.000426477
2248,0.000417136
2249,0.000402716
2250,0.00038305
2251,0.000358303
2252,0.000329085
2253,0.0002965
2254,0.00026207
2255,0.000227536
2256,0.000194563
2257,0.000164449
2258,0.000137937
2259,0.000115181
2260,9.59E-05
2261,7.94E-05
2262,6.53E-05
2263,5.30E-05
2264,4.22E-05
2265,3.29E-05
2266,2.49E-05
2267,1.84E-05
2268,1.32E-05
2269,9.26E-06
2270,6.36E-06
2271,4.30E-06
2272,2.89E-06
2273,1.94E-06
2274,1.30E-06
2275,8.73E-07
2276,5.82E-07
2277,3.83E-07
2278,1.29E-10
2279,2.52E-10
2280,5.48E-10
2281,1.32E-09
2282,3.34E-09
2283,8.58E-09
2284,2.17E-08
2285,5.33E-08
2286,1.26E-07
2287,2.84E-07
2288,6.15E-07
2289,1.27E-06
2290,2.51E-06
2291,4.73E-06
2292,8.51E-06
2293,1.46E-05
2294,2.40E-05
2295,3.76E-05
2296,5.63E-05
2297,8.06E-05
2298,0.000110544
2299,0.000145359
2300,0.000183611
2301,0.000223318
2302,0.000262279
2303,0.000298473
2304,0.000330418
2305,0.000357363
2306,0.000379303
2307,0.000396793
2308,0.000410676
2309,0.0004218
2310,0.000430815
2311,0.000438064
2312,0.000443577
2313,0.00044711
2314,0.000448214
2315,0.000446299
2316,0.000440689
2317,0.000430689
2318,0.00041568
2319,0.000395259
2320,0.000369413
2321,0.00033867
2322,0.000304167
2323,0.000267566
2324,0.000230819
2325,0.000195826
2326,0.000164093
2327,0.000136501
2328,0.000113249
2329,9.40E-05
2330,7.80E-05
2331,6.45E-05
2332,5.29E-05
2333,4.28E-05
2334,3.39E-05
2335,2.63E-05
2336,1.98E-05
2337,1.46E-05
2338,1.05E-05
2339,7.41E-06
2340,5.17E-06
2341,3.58E-06
2342,2.47E-06
2343,1.71E-06
2344,1.17E-06
2345,7.96E-07
2346,5.32E-07
2347,2.06E-10
2348,3.76E-10
2349,7.53E-10
2350,1.67E-09
2351,4.02E-09
2352,9.96E-09
2353,2.46E-08
2354,5.95E-08
2355,1.39E-07
2356,3.11E-07
2357,6.68E-07
2358,1.37E-06
2359,2.69E-06
2360,5.05E-06
2361,9.06E-06
2362,1.55E-05
2363,2.54E-05
2364,3.97E-05
2365,5.94E-05
2366,8.51E-05
2367,0.00011672
2368,0.000153592
2369,0.000194255
2370,0.000236667
2371,0.000278524
2372,0.000317652
2373,0.000352372
2374,0.000381711
2375,0.000405439
2376,0.000423925
2377,0.000437906
2378,0.000448235
2379,0.000455691
2380,0.00046086
2381,0.000464074
2382,0.000465394
2383,0.000464605
2384,0.000461229
2385,0.000454565
2386,0.00044378
2387,0.000428048
2388,0.000406763
2389,0.000379764
2390,0.000347528
2391,0.000311244
2392,0.000272717
2393,0.000234091
2394,0.000197467
2395,0.000164515
2396,0.000136209
2397,0.000112754
2398,9.37E-05
2399,7.82E-05
2400,6.54E-05
2401,5.45E-05
2402,4.48E-05
2403,3.62E-05
2404,2.86E-05
2405,2.21E-05
2406,1.66E-05
2407,1.22E-05
2408,8.86E-06
2409,6.34E-06
2410,4.51E-06
2411,3.19E-06
2412,2.25E-06
2413,1.58E-06
2414,1.09E-06
2415,7.33E-07
2416,3.34E-10
2417,5.77E-10
2418,1.07E-09
2419,2.21E-09
2420,4.97E-09
2421,1.18E-08
2422,2.83E-08
2423,6.70E-08
2424,1.54E-07
2425,3.41E-07
2426,7.26E-07
2427,1.48E-06
2428,2.89E-06
2429,5.39E-06
2430,9.61E-06
2431,1.64E-05
2432,2.68E-05
2433,4.18E-05
2434,6.24E-05
2435,8.92E-05
2436,0.000122341
2437,0.000161061
2438,0.000203918
2439,0.00024884
2440,0.000293445
2441,0.000335428
2442,0.00037292
2443,0.000404724
2444,0.000430372
2445,0.000450026
2446,0.000464293
2447,0.000474014
2448,0.000480085
2449,0.000483324
2450,0.000484362
2451,0.000483555
2452,0.000480911
2453,0.000476059
2454,0.000468274
2455,0.00045659
2456,0.00044
2457,0.000417726
2458,0.000389498
2459,0.000355777
2460,0.000317825
2461,0.000277594
2462,0.000237405
2463,0.000199526
2464,0.000165748
2465,0.000137092
2466,0.000113732
2467,9.51E-05
2468,8.03E-05
2469,6.81E-05
2470,5.77E-05
2471,4.83E-05
2472,3.98E-05
2473,3.21E-05
2474,2.52E-05
2475,1.94E-05
2476,1.46E-05
2477,1.08E-05
2478,7.89E-06
2479,5.73E-06
2480,4.14E-06
2481,2.97E-06
2482,2.11E-06
2483,1.47E-06
2484,1.00E-06
2485,5.47E-10
2486,9.06E-10
2487,1.58E-09
2488,3.01E-09
2489,6.33E-09
2490,1.42E-08
2491,3.30E-08
2492,7.64E-08
2493,1.73E-07
2494,3.78E-07
2495,7.94E-07
2496,1.60E-06
2497,3.10E-06
2498,5.75E-06
2499,1.02E-05
2500,1.73E-05
2501,2.81E-05
2502,4.37E-05
2503,6.51E-05
2504,9.30E-05
2505,0.000127437
2506,0.000167773
2507,0.000212578
2508,0.000259773
2509,0.000306926
2510,0.000351627
2511,0.000391835
2512,0.000426128
2513,0.000453793
2514,0.000474771
2515,0.00048952
2516,0.000498851
2517,0.000503764
2518,0.000505292
2519,0.000504351
2520,0.000501576
2521,0.000497185
2522,0.0004909
2523,0.000481967
2524,0.000469298
2525,0.000451728
2526,0.000428341
2527,0.0003988
2528,0.000363582
2529,0.000324053
2530,0.000282313
2531,0.00024085
2532,0.000202068
2533,0.000167837
2534,0.000139183
2535,0.000116206
2536,9.82E-05
2537,8.41E-05
2538,7.26E-05
2539,6.25E-05
2540,5.34E-05
2541,4.48E-05
2542,3.67E-05
2543,2.94E-05
2544,2.29E-05
2545,1.76E-05
2546,1.32E-05
2547,9.87E-06
2548,7.30E-06
2549,5.37E-06
2550,3.91E-06
2551,2.81E-06
2552,1.98E-06
2553,1.36E-06
2554,8.96E-10
2555,1.44E-09
2556,2.38E-09
2557,4.25E-09
2558,8.31E-09
2559,1.77E-08
2560,3.93E-08
2561,8.84E-08
2562,1.96E-07
2563,4.21E-07
2564,8.75E-07
2565,1.75E-06
2566,3.35E-06
2567,6.15E-06
2568,1.08E-05
2569,1.82E-05
2570,2.95E-05
2571,4.56E-05
2572,6.78E-05
2573,9.65E-05
2574,0.000132094
2575,0.000173805
2576,0.000220285
2577,0.000269477
2578,0.000318929
2579,0.000366152
2580,0.000408955
2581,0.000445704
2582,0.000475438
2583,0.000497867
2584,0.000513288
2585,0.000522464
2586,0.000526481
2587,0.000526571
2588,0.000523913
2589,0.000519401
2590,0.000513439
2591,0.000505825
2592,0.000495769
2593,0.00048207
2594,0.000463426
2595,0.000438819
2596,0.000407881
2597,0.000371149
2598,0.000330112
2599,0.000287033
2600,0.000244552
2601,0.000205184
2602,0.000170842
2603,0.000142512
2604,0.000120186
2605,0.000103025
2606,8.97E-05
2607,7.88E-05
2608,6.92E-05
2609,6.00E-05
2610,5.11E-05
2611,4.25E-05
2612,3.45E-05
2613,2.74E-05
2614,2.13E-05
2615,1.63E-05
2616,1.24E-05
2617,9.29E-06
2618,6.94E-06
2619,5.12E-06
2620,3.72E-06
2621,2.64E-06
2622,1.82E-06
2623,1.46E-09
2624,2.29E-09
2625,3.65E-09
2626,6.14E-09
2627,1.12E-08
2628,2.25E-08
2629,4.77E-08
2630,1.04E-07
2631,2.25E-07
2632,4.76E-07
2633,9.74E-07
2634,1.92E-06
2635,3.64E-06
2636,6.61E-06
2637,1.15E-05
2638,1.93E-05
2639,3.09E-05
2640,4.76E-05
2641,7.04E-05
2642,1.00E-04
2643,0.000136452
2644,0.000179298
2645,0.000227167
2646,0.000278047
2647,0.0003295
2648,0.000378987
2649,0.000424197
2650,0.000463299
2651,0.000495093
2652,0.000519056
2653,0.000535316
2654,0.000544573
2655,0.00054798
2656,0.000546947
2657,0.000542891
2658,0.000536932
2659,0.000529637
2660,0.00052086
2661,0.000509765
2662,0.000495042
2663,0.000475272
2664,0.000449367
2665,0.000416969
2666,0.000378707
2667,0.00033622
2668,0.000291943
2669,0.000248663
2670,0.000208984
2671,0.000174827
2672,0.000147106
2673,0.00012567
2674,0.000109497
2675,9.71E-05
2676,8.68E-05
2677,7.74E-05
2678,6.82E-05
2679,5.89E-05
2680,4.96E-05
2681,4.07E-05
2682,3.27E-05
2683,2.58E-05
2684,2.00E-05
2685,1.54E-05
2686,1.18E-05
2687,8.90E-06
2688,6.65E-06
2689,4.87E-06
2690,3.49E-06
2691,2.42E-06
2692,2.37E-09
2693,3.66E-09
2694,5.65E-09
2695,9.05E-09
2696,1.56E-08
2697,2.93E-08
2698,5.92E-08
2699,1.24E-07
2700,2.62E-07
2701,5.44E-07
2702,1.10E-06
2703,2.13E-06
2704,3.98E-06
2705,7.16E-06
2706,1.24E-05
2707,2.05E-05
2708,3.26E-05
2709,4.98E-05
2710,7.32E-05
2711,0.000103452
2712,0.000140706
2713,0.000184455
2714,0.00023342
2715,0.000285655
2716,0.000338765
2717,0.000390196
2718,0.000437548
2719,0.000478822
2720,0.000512596
2721,0.00053812
2722,0.000555348
2723,0.000564908
2724,0.000567999
2725,0.000566186
2726,0.000561089
2727,0.000554027
2728,0.000545695
2729,0.000535981
2730,0.00052399
2731,0.000508307
2732,0.000487413
2733,0.000460177
2734,0.000426285
2735,0.000386489
2736,0.000342605
2737,0.000297249
2738,0.00025335
2739,0.000213585
2740,0.000179859
2741,0.000152983
2742,0.000132635
2743,0.000117587
2744,0.000106123
2745,9.65E-05
2746,8.74E-05
2747,7.79E-05
2748,6.80E-05
2749,5.79E-05
2750,4.81E-05
2751,3.91E-05
2752,3.12E-05
2753,2.45E-05
2754,1.91E-05
2755,1.48E-05
2756,1.13E-05
2757,8.56E-06
2758,6.33E-06
2759,4.55E-06
2760,3.17E-06
2761,3.82E-09
2762,5.81E-09
2763,8.77E-09
2764,1.35E-08
2765,2.20E-08
2766,3.91E-08
2767,7.50E-08
2768,1.51E-07
2769,3.10E-07
2770,6.30E-07
2771,1.25E-06
2772,2.39E-06
2773,4.41E-06
2774,7.83E-06
2775,1.34E-05
2776,2.19E-05
2777,3.45E-05
2778,5.23E-05
2779,7.63E-05
2780,0.000107195
2781,0.000145093
2782,0.000189535
2783,0.000239306
2784,0.000292544
2785,0.000346923
2786,0.000399915
2787,0.000449067
2788,0.000492248
2789,0.000527839
2790,0.000554881
2791,0.000573156
2792,0.000583212
2793,0.000586276
2794,0.000584036
2795,0.000578285
2796,0.000570502
2797,0.000561479
2798,0.000551107
2799,0.000538425
2800,0.000521908
2801,0.000499951
2802,0.000471405
2803,0.000436026
2804,0.000394716
2805,0.000349489
2806,0.000303152
2807,0.000258778
2808,0.000219103
2809,0.000185996
2810,0.000160143
2811,0.000141032
2812,0.000127213
2813,0.000116758
2814,0.000107772
2815,9.88E-05
2816,8.91E-05
2817,7.85E-05
2818,6.74E-05
2819,5.65E-05
2820,4.64E-05
2821,3.75E-05
2822,2.99E-05
2823,2.36E-05
2824,1.85E-05
2825,1.43E-05
2826,1.09E-05
2827,8.13E-06
2828,5.88E-06
2829,4.11E-06
2830,6.09E-09
2831,9.18E-09
2832,1.36E-08
2833,2.03E-08
2834,3.16E-08
2835,5.31E-08
2836,9.66E-08
2837,1.87E-07
2838,3.72E-07
2839,7.38E-07
2840,1.44E-06
2841,2.71E-06
2842,4.94E-06
2843,8.65E-06
2844,1.46E-05
2845,2.36E-05
2846,3.69E-05
2847,5.53E-05
2848,8.00E-05
2849,0.000111433
2850,0.000149885
2851,0.000194837
2852,0.000245136
2853,0.00029901
2854,0.000354233
2855,0.000408341
2856,0.000458872
2857,0.000503606
2858,0.000540765
2859,0.000569204
2860,0.000588545
2861,0.000599249
2862,0.000602554
2863,0.00060024
2864,0.000594235
2865,0.00058614
2866,0.000576806
2867,0.000566107
2868,0.000552992
2869,0.000535828
2870,0.000512933
2871,0.000483156
2872,0.000446345
2873,0.000403573
2874,0.000357067
2875,0.000309835
2876,0.000265094
2877,0.000225634
2878,0.000193274
2879,0.000168563
2880,0.000150781
2881,0.000138249
2882,0.000128825
2883,0.000120454
2884,0.000111613
2885,0.000101536
2886,9.02E-05
2887,7.81E-05
2888,6.61E-05
2889,5.48E-05
2890,4.47E-05
2891,3.61E-05
2892,2.89E-05
2893,2.29E-05
2894,1.79E-05
2895,1.38E-05
2896,1.03E-05
2897,7.52E-06
2898,5.28E-06
2899,9.61E-09
2900,1.44E-08
2901,2.10E-08
2902,3.06E-08
2903,4.59E-08
2904,7.31E-08
2905,1.26E-07
2906,2.34E-07
2907,4.51E-07
2908,8.75E-07
2909,1.67E-06
2910,3.11E-06
2911,5.58E-06
2912,9.66E-06
2913,1.61E-05
2914,2.57E-05
2915,3.97E-05
2916,5.89E-05
2917,8.43E-05
2918,0.000116414
2919,0.000155376
2920,0.000200689
2921,0.00025125
2922,0.000305389
2923,0.000360999
2924,0.000415719
2925,0.00046713
2926,0.000512974
2927,0.000551362
2928,0.000580994
2929,0.00060135
2930,0.000612806
2931,0.000616588
2932,0.000614539
2933,0.000608682
2934,0.000600696
2935,0.000591458
2936,0.000580794
2937,0.000567552
2938,0.000549985
2939,0.000526339
2940,0.000495471
2941,0.000457335
2942,0.000413191
2943,0.000365487
2944,0.000317439
2945,0.000272412
2946,0.000233244
2947,0.000201701
2948,0.000178186
2949,0.000161767
2950,0.000150533
2951,0.000142127
2952,0.000134344
2953,0.000125591
2954,0.000115122
2955,0.000103009
2956,8.99E-05
2957,7.67E-05
2958,6.42E-05
2959,5.30E-05
2960,4.33E-05
2961,3.51E-05
2962,2.81E-05
2963,2.22E-05
2964,1.72E-05
2965,1.30E-05
2966,9.50E-06
2967,6.69E-06
2968,1.50E-08
2969,2.23E-08
2970,3.23E-08
2971,4.61E-08
2972,6.68E-08
2973,1.02E-07
2974,1.67E-07
2975,2.97E-07
2976,5.52E-07
2977,1.04E-06
2978,1.96E-06
2979,3.59E-06
2980,6.37E-06
2981,1.09E-05
2982,1.79E-05
2983,2.83E-05
2984,4.31E-05
2985,6.32E-05
2986,8.95E-05
